appliance,vibration,temperature,current,needs_service
fan,47.61514928204013,34.53169325055333,1.153172608610164,0
fan,42.712800217929825,34.073164614375074,1.1068540492859487,0
fan,37.188562353795135,32.97433775933115,1.2628494665190548,0
fan,38.87111849756732,35.13505640937585,0.9150503627573086,0
fan,41.87849009172836,33.79872262016239,1.1416612500413446,0
fan,34.7114453552205,36.64508982420638,0.9558312700057955,0
fan,40.984306179345616,36.47693315999082,1.2342736562379941,0
fan,36.40077895802646,34.07872245808043,1.4114244452437832,0
fan,38.07458859791842,33.646155999388085,1.3223352577681735,0
fan,38.45393812074393,35.66252686280713,1.3951090254244718,0
fan,34.01896687959665,36.6250516447884,1.4712480057141646,0
fan,36.774401226974376,35.722791211016826,1.5076073132931938,0
fan,44.10951252187612,35.17409413647634,1.1401985299068265,0
fan,41.78556285755873,37.95578808948303,1.0963459563452704,0
fan,41.64375554829842,33.94047959246592,1.302653486622671,0
fan,38.36168926701116,34.21578369373569,0.9072970103735762,0
fan,38.82706433312426,32.16925851589917,1.115870935446928,0
fan,42.02025428407269,38.77237180242106,1.2349155625663677,0
fan,39.867430622753915,35.12046041988205,1.6926484224970573,0
fan,34.15660981190234,37.28564562903004,1.3503866065373549,0
fan,32.990744686038596,36.17371418760054,1.6380911251619956,0
fan,37.482621729419,31.898673137867736,1.2137125949612053,0
fan,47.7496720250877,33.433493415327526,1.135587696758865,0
fan,46.53571377141214,31.785033530877545,1.2369267717064607,0
fan,33.39771693457862,36.0438831312338,1.2593969346466372,0
fan,41.16126848580502,35.586144946597365,1.0571297163947264,0
fan,43.28276804316915,33.050636659545354,1.3574169207484903,0
fan,42.063904634682494,36.64412031998898,1.5793585965307895,0
fan,35.92094857517281,34.84579658117179,1.2682303949633287,0
fan,47.26767038578659,34.470686333524085,1.7440338333179237,0
fan,42.41236207621593,34.5530744293483,1.3428000988184183,0
fan,32.42576387657068,34.10697009586596,1.3712797588646946,0
fan,41.92658689864418,33.232285127597734,1.2307450211891056,0
fan,42.803922631841175,37.16610248635055,1.4107604104069806,0
fan,42.56892975456105,36.030095372612095,1.9705462981309443,0
fan,43.25695625652899,34.36946151071931,1.3517938440986534,0
fan,40.40937069693161,39.629317133347016,0.8265469614816503,0
fan,45.44475298483683,35.128560038190926,0.9844510444141388,0
fan,41.08229294790988,35.09114367980763,1.0696799304788365,0
fan,40.93227157384714,33.67642707046323,1.3704866669592448,0
fan,44.32877597085061,32.599407185888445,1.1330997528318103,0
fan,42.024908554804774,32.47823209132991,1.383572389410955,0
fan,37.57882963566874,37.533822298373245,1.0584661068762438,0
fan,39.702373219691,28.517465319861856,0.9951224717331419,0
fan,32.84929311019684,34.11991102660603,1.2261481154572182,0
fan,40.05116530509793,33.0369826979041,1.2924206948526542,0
fan,38.073432015691196,35.2270346905025,1.3324261349042092,0
fan,30.23956100238749,34.69642980992883,1.3176634412969153,0
fan,37.53499532670584,33.82127048611158,1.369920419404205,0
fan,41.536497604383044,36.62572423767792,1.3259257683847223,0
fan,43.05185132716733,34.958196812071705,1.2234654766617563,0
fan,38.98903673783053,34.56463759354556,1.419755370397438,0
fan,40.105019208163796,36.36390594258993,1.1379466486813088,0
fan,42.975785127184565,33.36355863353305,1.618477455137092,0
fan,43.95831346981468,36.24823963410431,1.325669101852856,0
fan,36.61419144243944,36.950239466835505,1.1705885236995721,0
fan,37.18137723598013,33.355559208867135,1.2487374422983823,0
fan,41.160249686788184,32.10383131700535,0.918507245124689,0
fan,47.37678108474776,36.715319246404036,1.1680122940073145,0
fan,38.55670680539931,35.64543712067618,1.0345538112895354,0
fan,42.00855861049471,36.38028798342223,1.1197559056228328,0
fan,36.134951080722665,35.049020348517885,1.2995996582490899,0
fan,36.16326218555975,36.74464127344136,1.2366684011476703,0
fan,37.003036772779886,30.752208551380384,1.0948489956638476,0
fan,49.38085419607943,36.9008476763721,1.0846192688675194,0
fan,49.157293829271765,37.35888024144258,1.106164869579059,0
fan,46.18908155986731,31.811144682411268,1.0801249954092453,0
fan,43.114249661737496,32.86475914123481,1.1715241029957413,0
fan,34.376789540810655,31.931771658528756,1.4555353643797018,0
fan,40.57837317146429,37.358594368127655,1.2135036962820218,0
fan,44.85785475477178,36.290751899170296,1.4737263115064696,0
fan,31.20630256788443,32.63348297466845,0.7921535644479798,0
fan,40.37047390209887,38.257231091142586,0.9239797083570216,0
fan,39.836526259529535,30.865115799920247,1.1821759920974422,0
fan,35.30060106836322,33.972266165326616,0.9881572956222097,0
fan,42.52023257758922,33.939484763255116,1.041425433547531,0
fan,34.010610537055754,38.92945026583278,1.2070527103943456,0
fan,38.89515200233389,36.22833340008685,1.351501542009461,0
fan,28.490394176322077,31.969617875602896,1.4733748534889048,0
fan,41.55625077271768,41.15776161691048,1.4239149822869153,0
fan,41.017318179336115,33.48729850943139,0.9155492580804652,0
fan,44.408198784747256,34.98405471736677,1.4959888277780051,0
fan,42.694550218423295,32.925507691347086,1.1619322643832783,0
fan,49.54708320235065,32.20286485236172,1.312593847338114,0
fan,35.68004615160092,35.09704325588965,1.0338099767177924,0
fan,35.46218168979201,33.84645733886333,1.351078245165151,0
fan,43.75693561685895,31.66118943775726,1.308672038475987,0
fan,30.975589496677404,31.744915124233675,1.2096169893322763,0
fan,31.6923996886552,34.86784040270537,0.9577967600475086,0
fan,38.077222278850876,37.01258561842888,1.0846216260953703,0
fan,47.207843103289505,30.05671099974542,1.0406209489059046,0
fan,36.9800740664209,35.1731795749458,1.168864552921584,0
fan,37.94061516938766,34.02478755185501,1.1134883624360759,0
fan,50.37700399322719,36.74224940686339,1.1347952935664318,0
fan,34.95956844541298,31.25841615794829,1.1296973031917381,0
fan,38.90449735595568,36.65881116236698,0.7577729381984228,0
fan,45.71877021603464,35.67699281498883,1.1169424172198397,0
fan,41.24110293150168,34.08127820091951,1.0300311261070416,0
fan,37.61171276617441,35.957959651492786,1.2667324210573896,0
fan,35.106181421088465,34.111413479847776,1.2754600986089704,0
fan,46.778189294024756,35.826869806447405,1.5753591625116132,0
fan,47.480221557445915,36.30873131270812,1.188883065817909,0
fan,40.64610590987614,35.218789589209784,1.3451533247797383,0
fan,42.35734178567998,38.764048992950066,1.4690840092309956,0
fan,39.37106539950176,35.11144982457739,1.4188383036941896,0
fan,37.8655946502629,32.97579124947966,0.869028665626846,0
fan,33.52460613968192,34.32843060141975,1.5338043050578785,0
fan,38.63638215126165,29.606226714116858,1.1891410266964375,0
fan,45.632825147738785,34.46222261889034,0.9786948182516659,0
fan,39.87937456444998,35.39616952153571,1.1711279176152114,0
fan,37.282876144331176,33.57430843464567,1.2212860455383794,0
fan,45.45753425961231,37.492170384995255,0.78532195351837,0
